text,media,category,label,url
"Chelsea tampak 'menyindir' keras Enzo Maresca , yang resmi jadi manajer Manchester City. The Blues membandingkannya dengan Xabi Alonso . Maresca baru saja diumumkan jadi manajer City pada Senin (29/6). Pria Italia itu dikontrak 3 tahun. Sebelum diumumkan, Maresca sempat membuat pernyataan soal alasan meninggalkan Chelsea awal tahun ini. Ia mengaku memang ingin cabut ke City dan meminta maaf karena pergi sehingga bikin tim jeblok. SCROLL TO CONTINUE WITH CONTENT Chelsea, di saat bersamaan, juga membuat pernyataan balasan. Raksasa London itu menjelaskan kronologi kepergian Maresca. Dalam penutup pernyataannya, Chelsea tampak menyindir Enzo Maresca . Tak secara langsung, raksasa London Barat itu justru membandingkannya dengan Xabi Alonso . ""Menatap musim depan, dalam diri Xabi Alonso, kami memiliki seorang manajer yang memiliki kecerdasan taktis luar biasa dalam sepakbola dan merupakan seorang profesional dengan integritas tertinggi,"" tulis Chelsea. ""Ia memiliki semua kualitas yang diperlukan untuk meraih kesuksesan yang layak dan diharapkan oleh para pendukung klub,"" tutup Si Biru. Xabi Alonso resmi ditunjuk Chelsea , untuk membereskan performa tim yang berantakan usai ditinggal Enzo Maresca . Sebelumnya, Alonso sempat membawa Bayer Leverkusen juara Bundesliga. Musim lalu, ia sempat dikontrak Real Madrid, namun cabut di pertengahan musim.",Detik,Liga Inggris,0,https://sport.detik.com/sepakbola/liga-inggris/d-8553029/chelsea-sindir-keras-maresca-sebut-xabi-alonso-jago-taktik-dan-profesional
"Enzo Maresca resmi menjadi penerus Pep Guardiola di Manchester City . Dia rupanya sudah mengincar kursi pelatih The Sky Blues sejak masih membesut Chelsea . Man City mengumumkan penunjukan Maresca sebagai manajer baru tim pada Senin (29/6/2026) malam WIB. Juru taktik asal Italia itu diikat kontrak selama 3 tahun di Etihad Stadium. Maresca menjadi suksesor Guardiola yang telah menangani Man City selama 10 tahun. Sebelum menerima tawaran The Citizens , Maresca sempat melatih Chelsea pada 2024 hingga 2026. SCROLL TO CONTINUE WITH CONTENT Di Chelsea Maresca sukses mempersembahkan titel Piala Dunia Antarklub 2025. Keputusan mengejutkan diambilnya pada awal tahun 2026 dengan mengundurkan diri dari jabatan manajer The Blues. Beberapa laporan menyebut Maresca cabut dari Chelsea karena berselisih dengan direksi klub. London Biru justru berdalih pelatih berusia 36 tahun itu meninggalkan Stamford Bridge karena sudah yakin bakal jadi penerus Guardiola di Man City. ""Pada musim gugur tahun lalu, Klub diberitahu oleh mantan pelatih kepala kami bahwa mungkin ada kesempatan baginya untuk menggantikan Pep Guardiola di akhir musim,"" begitu isi pernyataan resmi Chelsea tak lama setelah Maresca gabung ke Man City. ""Menjadi jelas bagi kami bahwa itu adalah keinginan kuat darinya menggantikan Guardiola dan bahwa ia sepenuhnya berkomitmen untuk mengejar kesempatan tersebut, meskipun dia terikat kontrak jangka panjang yang tidak berhak dia akhiri."" Club statement. ""Pada Desember 2025, pelatih kepala kami secara tak terduga dan tiba-tiba mengundurkan diri dari posisinya. Kami tentu merasa kecewa karena kami percaya pikiran dan hatinya terfokus pada klub lain dan kesempatan lain, meskipun baru saja tiba di Chelsea setahun sebelumnya,"" Chelsea menegaskan. Chelsea juga menyebut Maresca telah mengadakan kesepakatan rahasia sebelumnya dengan Man City. Oleh sebab itu, The Blues mempersilahkan sang pelatih cabut di tengah musim demi melindungi para pemain dan penggemar.",Detik,Liga Inggris,0,https://sport.detik.com/sepakbola/liga-inggris/d-8552996/terungkap-enzo-maresca-sudah-incar-posisi-pep-sejak-masih-di-chelsea
"Kepergian Enzo Maresca membuat Chelsea kalang kabut pada musim lalu. Pelatih asal Italia itu mengaku tak ada maksud untuk menjatuhkan mantan klubnya tersebut. Hal itu diungkap Maresca usai diresmikan sebagai manajer Manchester City , Senin (29/6/2026). Lewat situs resmi klub, manajemen The Citizens mengakui adanya manuver untuk mencari sosok pengganti Pep Guardiola, dan orang itu adalah Maresca. Pendekatan City pada Maresca pada akhir tahun 2025, diyakini Chelsea, telah membuat sang pelatih tidak lagi fokus untuk menangani The Blues. Pada akhirnya yang ditakutkan pun terjadi saat Maresca memutuskan mundur pada 1 Januari lalu. SCROLL TO CONTINUE WITH CONTENT Kepergian Maresca membuat Chelsea terpaksa mencari pengganti di tengah jalan. Liam Rosenior ditunjuk sebagai suksesor, namun hasilnya tak sesuai harapan. Tanpa Maresca, Chelsea yang tadinya ada di urutan lima Liga Inggris merosot ke urutan 10 pada akhir musim lalu, sehingga absen di Eropa musim depan. ""Pada akhir Desember 2025, saya membuat keputusan sulit untuk meninggalkan Chelsea,"" ujar Maresca, dikutip situs resmi City. ""Itu murni keputusan saya. Pengunduran diri saya dari Chelsea membuka jalan bagi saya untuk bergabung dengan Manchester City, klub yang sangat saya kenal. Saya sangat gembira karena sekarang saya telah bergabung dengan Manchester City."" ""Saya menyadari bahwa kepergian saya dari Chelsea di tengah musim menyebabkan gangguan bagi klub dan saya meminta maaf untuk itu. Bukan niat atau keinginan saya untuk seperti itu."" ""Saya diperlakukan dengan baik oleh semua orang di Chelsea dan bersama-sama kami meraih kesuksesan besar dan kenangan yang akan selalu saya hargai. Saya berterima kasih kepada klub, pemilik, dan para penggemar karena telah memberi saya kesempatan,"" tutup Maresca. Maresca datang melatih Chelsea pada musim panas 2024 dan sukses menyumbang dua trofi, yakni Conference League dan Piala Dunia Antarklub yang semuanya diraih pada 2025. Kini ia dikontrak City selama tiga tahun hingga 2029. Ada kompensasi untuk The Blues untuk memuluskan kepindahan ini.",Detik,Liga Inggris,0,https://sport.detik.com/sepakbola/liga-inggris/d-8552949/bukan-maksud-maresca-untuk-hancurkan-chelsea
"Enzo Maresca telah resmi menjadi manajer Manchester City . Untuk memuluskan penunjukan ini, ada sejumlah kompensasi yang harus diberikan kedua pihak kepada Chelsea . Maresca diketahui meninggalkan Chelsea pada 1 Januari 2026 menyusul konflik internal dengan direksi klub. Sejumlah media terpercaya menulis pelatih asal Italia itu mendapat tawaran untuk bergabung dengan City pada akhir tahun lalu. Pada Senin (29/6), hari yang sama dengan pengumuman Maresca oleh City, Chelsea menjelaskan lewat situs resmi klub mengenai apa yang terjadi di balik layar pada periode tersebut dan mengonfirmasi adanya manuver City yang dinilai telah mengganggu fokus Maresca. SCROLL TO CONTINUE WITH CONTENT ""Pada musim gugur tahun lalu, klub diberitahu oleh mantan pelatih kepala kami (Maresca) bahwa mungkin ada kesempatan baginya untuk menggantikan Pep Guardiola di akhir musim. Jelas bagi kami bahwa itu adalah keinginan kuatnya untuk menggantikan Guardiola dan bahwa ia berkomitmen penuh untuk mengejar kesempatan itu, meskipun ia terikat kontrak jangka panjang yang tidak berhak ia akhiri,"" tulis pernyataan Chelsea. ""Pada Desember 2025, pelatih kepala kami secara tak terduga dan tiba-tiba mengundurkan diri dari posisinya. Jelas, kami merasa kecewa karena kami percaya bahwa pikiran dan hatinya terfokus pada klub lain dan kesempatan lain, meskipun baru saja tiba di Chelsea setahun sebelumnya."" ""Tidak ada klub yang ingin mengganti pelatih kepalanya di tengah musim. Namun, mengingat keputusannya untuk tidak melanjutkan tanggung jawabnya hingga akhir musim, klub tidak punya pilihan selain melindungi para pemain, pendukung, dan nama klub serta menerima pengunduran dirinya."" Sementara itu, City pun mengonfirmasi kronologi yang ditulis Chelsea lewat pernyataan resmi di situs mereka. Dua pengumuman yang muncul bersamaan ini diduga menjadi kesepakatan kedua pihak agar proses kepindahan ini berjalan mulus dan publik tak lagi bertanya-tanya. ""Kami dapat mengkonfirmasi bahwa percakapan rahasia telah terjadi antara perwakilan dari City dan Enzo Maresca pada musim gugur dan musim dingin 2025, saat ia menjabat sebagai pelatih kepala Chelsea mengenai kemungkinan ia kembali ke City dalam kapasitas kepemimpinan transisi sebagai pelatih jika Pep Guardiola memutuskan untuk pergi,"" tulis City. ""Kami mengakui pernyataan Chelsea mengenai konteks kepergian Enzo dari Chelsea. Kami juga mengakui konteks di mana izin untuk diskusi diberikan, dan kami menyadari bahwa kepergiannya di tengah musim mengganggu musim Chelsea."" Saat Maresca pergi, Chelsea ada di urutan lima Premier League dan stabil di papan atas fase grup Liga Champions. Setelahnya, Chelsea melorot hingga finis di urutan 10 Premier League sehingga absen di Eropa musim depan. Mereka pun babak belur di 16 besar Liga Champions di tangan Paris Saint-Germain. Mengingat Maresca pergi saat masih terikat kontrak hingga Juni 2029, maka Chelsea pun meminta ganti rugi saat ia hendak bergabung dengan City. Dengan begitu, Maresca bisa lepas ikatan sepenuhnya dari The Blues. ""Dalam situasi ini dan mengingat rasa saling menghormati antar klub, kesepakatan rahasia telah tercapai dengan Manchester City, yang mencakup pembayaran kompensasi. Kesepakatan rahasia juga telah tercapai dengan mantan pelatih kepala di mana ia akan membayar kompensasi,"" tulis Chelsea. Pernyataan itu juga dikonfirmasi City. ""Setelah persyaratan disepakati dengan Enzo Maresca, Manchester City dan Chelsea mencapai kesepakatan bersama dengan Chelsea akan menerima kompensasi."" Tak diungkap berapa nilai yang dikeluarkan City, namun Sky Sport Italia menyebut lebih dari 17 juta Pound atau lebih dari 400 miliar Rupiah. Chelsea musim depan akan dilatih Xabi Alonso.",Detik,Liga Inggris,0,https://sport.detik.com/sepakbola/liga-inggris/d-8552923/city-akui-dekati-maresca-sejak-masih-di-chelsea-setuju-bayar-kompensasi
"Manchester City resmi mengumumkan Enzo Maresca sebagai manajer yang baru. Ia kembali ke The Citizens untuk ketiga kalinya dengan peran yang berbeda. Penunjukan Maresca diumumkan City pada Senin (29/6) malam WIB. Juru taktik asal Italia itu dikontrak selama tiga tahun hingga musim panas 2029. ""Enzo adalah seseorang yang selalu mencari peluang untuk menantang dirinya sendiri dan meraih kesuksesan dalam karier manajerialnya. Ia membawa kepribadian, semangat, dan kecerdasan yang sepenuhnya selaras dengan kebutuhan kami,"" ujar chairman City, Khaldoon Al Mubarak. SCROLL TO CONTINUE WITH CONTENT ""Ia bergabung kembali dengan tim yang sepenuhnya sejalan dengan ambisi dan keinginannya untuk meraih prestasi, dan kembalinya ia ke Manchester City merupakan langkah selanjutnya yang wajar dan disambut baik bagi dirinya dan klub. ""Enzo mewarisi skuad dan organisasi sepak bola yang sangat cocok untuk mencerminkan dan mengembangkan gaya sepak bolanya, dan kami semua sangat menantikan dampak yang dapat ia berikan dalam membangun kesuksesan klub lebih lanjut,"" jelas Khaldoon. City bukan tempat yang asing untuk Maresca. Ia pernah menjadi manajer Elite Development Squad (semacam tim U-23) pada 2020-2021, lalu sebagai asisten Pep Guardiola di tim utama pada 2022-2023. Ia pun sukses meraih gelar dalam dua jabatan itu. Bersama EDS, Maresca meraih gelar liga. Saat menjadi asisten Guardiola, ia merupakan bagian tim yang memenangi Premier League, Piala FA, dan juga Liga Champions. Diharapkan ia bisa kembali menyumbang gelar sebagai manajer. ""Ini akan menjadi periode ketiga saya di sini. Saya mengenal klub ini, saya tahu tuntutannya, dan saya tahu ekspektasinya,"" ujar Maresca. ""Kualitas orang-orang yang bekerja di sini adalah yang membuatnya begitu istimewa, dan saya ingin berterima kasih kepada mereka karena telah menunjukkan kepercayaan pada kemampuan saya."" ""Saya tidak sabar untuk mulai melatih para pemain. Saya ingin kita menang, bermain sepak bola yang bagus, dan menikmati tekanan mewakili Manchester City,"" tegasnya. Maresca sebelum ini melatih Chelsea. Ia sukses memenangi Conference League dan Piala Dunia Antarklub pada 2025 lalu, namun pergi dari Stamford Bridge pada awal tahun baru 2026 karena perselisihan dengan direksi klub. City baru saja berpisah dengan Guardiola yang telah menangani tim utama selama 10 tahun. Di bawah arahan pelatih asal Spanyol itu, The Citizens memenangi 20 trofi.",Detik,Liga Inggris,0,https://sport.detik.com/sepakbola/liga-inggris/d-8552883/enzo-maresca-resmi-menjadi-manajer-manchester-city
"Juergen Klopp enggan menghakimi musim Liverpool yang buruk pada 2025/26. Ia juga memberikan dukungannya kepada manajer baru Liverpool, Andoni Iraola . Usai jadi juara Premier League 2024/25, Liverpool kemudian justru terseok-seok musim lalu. The Reds pada akhirnya finis kelima setelah kalah 12 kali. Hasil mengecewakan tersebut berujung pada pemecatan Arne Slot . Posisinya kini telah digantikan oleh Iraola. SCROLL TO CONTINUE WITH CONTENT ""Tidak tahu. Saya tidak cukup dekat untuk menilainya. Saya senang banget ketika mereka juara liga semusim sebelumnya dan saya tidak tahu apa yang salah di musim berikutnya,"" ujar Klopp kepada ESPN saat ditanya kenapa Liverpool bisa anjlok musim lalu. ""Jadi saya kira tidak ada yang sangat senang dengan musim kemarin. Itu jelas, tapi mereka lolos ke Liga Champions dan itu kesuksesan besar."" Klopp menilai Iraola tidak kalah hebat dari Slot. Bagaimanapun, menurutnya, Iraola dan Liverpool butuh keberuntungan agar awet suksesnya. ""Jadi sekarang kalian bisa jalan lagi dan punya manajer baru dan Andoni Iraola itu pelatih hebat juga, seperti Arne Slot, tapi harus ngeklik. Semuanya harus nyetel untuk waktu yang lama dan untuk itu Anda butuh keberuntungan,"" lanjutnya. ""Ada situasi di Liverpool musim lalu dan siapa pun tidak menduga ini akan terjadi dan menghadapi hal-hal seperti ini itu sulit,"" ucapnya merujuk pada kematian Diogo Jota. ""Saya tidak tahu persis apa yang terjadi tapi musim lalu sudah lewat juga dan sekarang mereka bisa menatap masa depan,"" kata Klopp.",Detik,Liga Inggris,0,https://sport.detik.com/sepakbola/liga-inggris/d-8551977/liverpool-jeblok-musim-lalu-klopp-enggan-menghakimi
"Liverpool harus siap-siap gigit jari. Yan Diomande dilaporkan lebih memilih gabung Paris Saint-Germain dan negosiasi antarklub sedang berjalan. Diomande menjadi target besar Liverpool musim panas ini menyusul kepergian Mohamed Salah. Winger 19 tahun itu diproyeksikan untuk mengisi posisi yang ditinggalkan Salah. SCROLL TO CONTINUE WITH CONTENT Penawaran sebesar 86 juta Paun disiapkan, tapi RB Leipzig selaku pemilik Diomande menginginkan lebih. Mereka mematok harga hingga 112 juta Paun. Keengganan Liverpool membayar lebih ini yang disebut Sky Sports membuka jalan untuk PSG. Terlebih, mereka sudah lebih dulu mengamankan kesepakatan personal dengan Diomande untuk kontrak berdurasi lima tahun. Diomande menjadi salah satu pemain muda paling dibicarakan menuju musim panas ini. Ia musim lalu menyumbang 12 gol dan delapan asis dari 33 penampilan di Bundesliga. Liverpool yang memulai era baru bersama Andoni Iraola ingin punya kecepatan lebih baik di lini serangnya. Mereka sebelumnya sudah merekrut Victor Munoz dari Osasuna.",Detik,Liga Inggris,0,https://sport.detik.com/sepakbola/liga-inggris/d-8551633/diomande-lebih-pilih-psg-liverpool-gigit-jari
"Chelsea sudah melayangkan penawaran buat Granit Xhaka . Upaya The Blues langsung ditolak mentah-mentah Sunderland . Menurut laporan Athletic lewat jurnalis David Ornstein, Chelsea disebut mengajukan penawaran senilai 8 juta paun dilayangkan pada Sabtu (27/6). Sunderland langsung menolaknya. SCROLL TO CONTINUE WITH CONTENT Sunderland menilai tawaran itu dirasa kurang menghormati Xhaka atau klub. Alhasil, upaya pertama Chelsea mendatangkan Xhaka gagal terwujud, meski sudah mencapai kesepakatan verbal dengan sang pemain. Xhaka menjadi incaran Xabi Alonso, yang kini jadi manajer Chelsea. Keduanya pernah bekerja sama di Bayer Leverkusen, dan memenangkan titel Bundesliga, DFB Pokal, dan Piala Super Jerman pada musim 2023/2024. Granit Xhaka menjadi andalan Alonso di Leverkusen. Gelandang bertahan itu jadi metronom di lini tengah, sebelum cabut kembali ke Inggris musim lalu. Xhaka sempat bermain di Liga Inggris untuk Arsenal pada tahun 2016 hingga 2023. Ia punya catatan 297 laga dan bikin 23 gol, membantu The Gunners memenangkan dua gelar Piala FA dan dua Community Shield. Musim lalu, ia membela Sunderland, dan membantunya finis ke-7 di klasemen Liga Inggris. The Black Cats menuntaskan kompetisi di atas Chelsea, yang finis di peringkat 10. Andai gabung Chelsea , Granit Xhaka akan berseragam klub rival Arsenal, mengikuti jejak Ashley Cole, Olivier Giroud, dan Pierre-Emerick Aubameyang.",Detik,Liga Inggris,0,https://sport.detik.com/sepakbola/liga-inggris/d-8551462/chelsea-sudah-tawar-granit-xhaka-ditolak-mentah-mentah-sunderland
"Chelsea kembali berburu pemain di bursa transfer musim panas ini. The Blues kali ini lagi mengurus kepindahan gelandang Sunderland Granit Xhaka . Dikutip The Athletic, Chelsea mendekati Xhaka karena permintaan sang manajer Xabi Alonso. Alonso dan Xhaka pernah bekerja bareng di Bayer Leverkusen selama dua musim. Mereka memberikan gelar Bundesliga dan DFB-Pokal untuk Leverkusen yang mengakhiri musim 2023/2024 tanpa terkalahkan. Xhaka dianggap bisa jadi mentor untuk para pemain muda Chelsea terutama di lini tengah. SCROLL TO CONTINUE WITH CONTENT Alonso berharap manajemen Chelsea mau merealisasikan kepindahan Xhaka. Meski demikian, mendapatkan Xhaka tidak mudah karena Sunderland mengikatnya dengan kontrak sampai 2028. Apalagi The Black Cats memboyong dengan banderol 20 juta euro dan berstatus kapten tim. Dia juga membantu Sunderland finis ketujuh di Premier League sehingga lolos ke Liga Europa. Sudah pasti Sunderland tidak mau kehilangan begitu saja sosok seperti Xhaka. Apalagi Chelsea kabarnya tidak mau membayar mahal untuk pemain yang berusia 34 tahun itu. Namun, dengan potensi kehilangan Enzo Fernandez ke Real Madrid, Chelsea tentu tak mau kehilangan kesempatan menggaet Xhaka.",Detik,Liga Inggris,0,https://sport.detik.com/sepakbola/liga-inggris/d-8550996/chelsea-mau-gaet-granit-xhaka
"CEO Manchester United Omar Berrada mengatakan, kegagalan Ruben Amorim tak berkaitan dengan bakatnya. Hanya saja Amorim terlalu keras kepala dengan taktiknya. Manajer muda Portugal itu datang ke MU dengan reputasi sebagai salah satu juru taktik muda berbakat di Eropa. Amorim pernah mengantar Sporting CP memenangi empat piala domestik dalam empat tahun. SCROLL TO CONTINUE WITH CONTENT Namun, Amorim justru terjun bebas bersama Setan Merah. Di musim debutnya, MU-nya Amorim hancur lebur setelah finis ke-15 di Premier League 2024/2025, posisi terendah klub di liga selama lebih dari lima dekade. Manchester United akhirnya memutuskan memberhentikan Ruben Amorim usai hasil imbang 1-1 melawan Leeds United pada awal Januari silam. Berrada memastikan, Amorim mesti dipecat karena menolak beradaptasi terkait taktik padahal sangat diperlukan. ""Bukan soal taktik atau bakat. Kekakuan,"" ucap Berrada dalam acara Financial Times Weekend, yang dilansir Mirror. ""Si pelatih kan datang di tengah-tengah musim tanpa menjalani pramusim untuk mempersiapkan, dan di bawah sorotan terus-menerus, dia terlalu berpegang teguh pada ide-idenya tepat pada saat adaptasi sangat penting."" Ruben Amorim meninggalkan Old Trafford setelah 63 pertandingan dengan 23 kemenangan, 18 seri, dan 21 kalah. Dengan hanya membukukan 38 persen kemenangan, Amorim jadi manajer permanen MU dengan persentase kemenangan terendah sejak Sir Alex Ferguson pensiun. Amorim kini meneruskan kariernya ke Italia dengan melatih AC Milan.",Detik,Liga Inggris,0,https://sport.detik.com/sepakbola/liga-inggris/d-8550040/ceo-mu-amorim-gagal-karena-ogah-adaptasi
